,date,code,close,tradeStatus
635,2019-08-12,sz.000568,79.6300,1
636,2019-08-13,sz.000568,79.2000,1
637,2019-08-14,sz.000568,83.5200,1
638,2019-08-15,sz.000568,84.2800,1
639,2019-08-16,sz.000568,86.0000,1
640,2019-08-19,sz.000568,86.2000,1
641,2019-08-20,sz.000568,86.3000,1
642,2019-08-21,sz.000568,86.6000,1
643,2019-08-22,sz.000568,87.6600,1
644,2019-08-23,sz.000568,88.6900,1
645,2019-08-26,sz.000568,86.8700,1
646,2019-08-27,sz.000568,89.2500,1
647,2019-08-28,sz.000568,88.8500,1
648,2019-08-29,sz.000568,92.2800,1
649,2019-08-30,sz.000568,96.8800,1
650,2019-09-02,sz.000568,98.0700,1
651,2019-09-03,sz.000568,96.1600,1
652,2019-09-04,sz.000568,94.2500,1
653,2019-09-05,sz.000568,94.5000,1
654,2019-09-06,sz.000568,94.0300,1
655,2019-09-09,sz.000568,93.2500,1
656,2019-09-10,sz.000568,92.7000,1
657,2019-09-11,sz.000568,87.5100,1
658,2019-09-12,sz.000568,88.8900,1
659,2019-09-16,sz.000568,86.7900,1
660,2019-09-17,sz.000568,87.8200,1
661,2019-09-18,sz.000568,90.2000,1
662,2019-09-19,sz.000568,88.7000,1
663,2019-09-20,sz.000568,89.0000,1
